"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Branchial cleft\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Branchial cleft\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of oropharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of oropharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Oropharynx  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Oropharynx  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\NASOPHARYNX\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\NASOPHARYNX\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Superior wall of nasopharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Superior wall of nasopharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Posterior wall of nasopharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Posterior wall of nasopharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lateral wall of nasopharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lateral wall of nasopharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior wall of nasopharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior wall of nasopharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of nasopharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of nasopharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Nasopharynx  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Nasopharynx  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\PYRIFORM SINUS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\PYRIFORM SINUS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pyriform sinus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pyriform sinus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\HYPOPHARYNX\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\HYPOPHARYNX\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Postcricoid region\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Postcricoid region\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Hypopharyngeal aspect of aryepiglottic fold\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Hypopharyngeal aspect of aryepiglottic fold\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Posterior wall of hypopharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Posterior wall of hypopharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of hypopharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of hypopharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Hypopharynx  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Hypopharynx  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND ILL-DEFINED SITES IN LIP  ORAL CAVITY AND PHARYNX\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND ILL-DEFINED SITES IN LIP  ORAL CAVITY AND PHARYNX\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pharynx  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pharynx  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Waldeyer ring\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Waldeyer ring\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of lip  oral cavity and pharynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of lip  oral cavity and pharynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\ESOPHAGUS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\ESOPHAGUS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cervical esophagus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cervical esophagus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Thoracic esophagus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Thoracic esophagus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Abdominal esophagus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Abdominal esophagus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Upper third of esophagus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Upper third of esophagus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Middle third of esophagus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Middle third of esophagus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lower third of esophagus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lower third of esophagus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of esophagus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of esophagus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Esophagus  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Esophagus  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\STOMACH\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\STOMACH\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cardia  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cardia  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Fundus of stomach\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Fundus of stomach\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Body of stomach\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Body of stomach\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Gastric antrum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Gastric antrum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pylorus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pylorus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lesser curvature of stomach  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lesser curvature of stomach  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Greater curvature of stomach  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Greater curvature of stomach  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of stomach\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of stomach\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Stomach  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Stomach  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\SMALL INTESTINE\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\SMALL INTESTINE\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Duodenum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Duodenum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Jejunum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Jejunum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ileum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ileum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Meckel diverticulum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Meckel diverticulum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of smallintestine\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of smallintestine\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Small intestine  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Small intestine  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\COLON\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\COLON\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cecum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cecum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Appendix\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Appendix\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ascending colon\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ascending colon\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Hepatic flexure of colon\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Hepatic flexure of colon\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Transverse colon\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Transverse colon\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Splenic flexure of colon\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Splenic flexure of colon\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Descending colon\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Descending colon\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Sigmoid colon\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Sigmoid colon\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of colon\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of colon\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Colon  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Colon  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\RECTOSIGMOID JUNCTION\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\RECTOSIGMOID JUNCTION\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Rectosigmoid junction\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Rectosigmoid junction\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\RECTUM\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\RECTUM\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Rectum  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Rectum  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\ANUS AND ANAL CANAL\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\ANUS AND ANAL CANAL\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anus  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anus  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anal canal\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anal canal\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cloacogenic zone\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Cloacogenic zone\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of rectum  anus and anal canal\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of rectum  anus and anal canal\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\LIVER AND INTRAHEPATIC BILE DUCTS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\LIVER AND INTRAHEPATIC BILE DUCTS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Liver\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Liver\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Intrahepatic bile duct\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Intrahepatic bile duct\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\GALLBLADDER\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\GALLBLADDER\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Gallbladder\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Gallbladder\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Extrahepatic bile duct\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Extrahepatic bile duct\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ampulla of Vater\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ampulla of Vater\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of biliary tract Note:\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of biliary tract Note:\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Biliary tract  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Biliary tract  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\PANCREAS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\PANCREAS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Head of pancreas\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Head of pancreas\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Body of pancreas\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Body of pancreas\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tail of pancreas\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Tail of pancreas\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pancreatic duct\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pancreatic duct\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Islets of Langerhans\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Islets of Langerhans\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Other specified parts of pancreas\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Other specified parts of pancreas\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of pancreas\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of pancreas\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pancreas  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pancreas  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND ILL-DEFINED DIGESTIVE ORGANS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND ILL-DEFINED DIGESTIVE ORGANS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Intestinal tract  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Intestinal tract  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of digestive system\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of digestive system\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Gastrointestinal tract  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Gastrointestinal tract  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\NASAL CAVITY AND MIDDLE EAR\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\NASAL CAVITY AND MIDDLE EAR\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Nasal cavity\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Nasal cavity\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Middle ear\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Middle ear\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\ACCESSORY SINUSES\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\ACCESSORY SINUSES\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Maxillary sinus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Maxillary sinus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ethmoid sinus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ethmoid sinus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Frontal sinus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Frontal sinus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Sphenoid sinus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Sphenoid sinus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of accessory sinuses\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of accessory sinuses\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Accessory sinus  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Accessory sinus  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\LARYNX\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\LARYNX\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Glottis\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Glottis\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Supraglottis\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Supraglottis\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Subglottis\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Subglottis\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Laryngeal cartilage\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Laryngeal cartilage\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of larynx\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of larynx\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Larynx  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Larynx  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\TRACHEA\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\TRACHEA\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Trachea\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Trachea\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\BRONCHUS AND LUNG\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\BRONCHUS AND LUNG\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Main bronchus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Main bronchus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Upper lobe  lung\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Upper lobe  lung\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Middle lobe  lung\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Middle lobe  lung\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lower lobe  lung\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lower lobe  lung\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of lung\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of lung\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lung  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Lung  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\THYMUS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\THYMUS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Thymus\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Thymus\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\HEART  MEDIASTINUM  AND PLEURA\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\HEART  MEDIASTINUM  AND PLEURA\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Heart\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Heart\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior mediastinum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Anterior mediastinum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Posterior mediastinum\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Posterior mediastinum\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mediastinum  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Mediastinum  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pleura  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Pleura  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of heart  mediastinum and pleura\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of heart  mediastinum and pleura\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\OTHER AND ILL-DEFINED SITES WITHIN RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Upper respiratory tract  NOS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Upper respiratory tract  NOS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of respiratory system and intrathoracic organs\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Overlapping lesion of respiratory system and intrathoracic organs\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ill-defined sites within respiratory system\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Ill-defined sites within respiratory system\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\BONES  JOINTS AND ARTICULAR CARTILAGE OF LIMBS\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\BONES  JOINTS AND ARTICULAR CARTILAGE OF LIMBS\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Long bones of upper limb  scapula and associated joints\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\Long bones of upper limb  scapula and associated joints\"
